id,HetGNN,KGAT,NIRec
u700,0.5965,0.0104,0.031
u701,0.6613,0.0014,0.0182
u702,0.5922,0.0039,0.0269
u703,0.608,0.0031,0.0221
u704,0.5301,0.0029,0.0142
u705,0.5853,0.0092,0.021
u706,0.6119,0.004,0.0178
u707,0.564,0.0026,0.0274
u708,0.4895,0.0027,0.016
u709,0.5828,0.0038,0.0143
u710,0.6254,0.0075,0.028
u711,0.6427,0.0038,0.0174
u712,0.6447,0.0023,0.0176
u713,0.4756,0.0252,0.0281
u714,0.0216,0.0018,0.0168
u715,0.6031,0.0036,0.0222
u716,0.4149,0.0145,0.0196
u717,0.547,0.0081,0.0332
u718,0.5972,0.0035,0.0267
u719,0.4676,0.0044,0.0257
u720,0.6151,0.0034,0.0194
u721,0.6515,0.0033,0.0254
u722,0.6057,0.009,0.0254
u723,0.6106,0.0033,0.0188
u724,0.6459,0.0031,0.0229
u725,0.2936,0.0036,0.0156
u726,0.6101,0.0061,0.0233
u727,0.536,0.0067,0.0339
u728,0.5724,0.0098,0.0196
u729,0.6247,0.0049,0.0239
u730,0.6147,0.0144,0.0247
u731,0.5269,0.0103,0.0208
u732,0.6531,0.0018,0.0206
u733,0.5928,0.0078,0.026
u734,0.6463,0.0089,0.0209
u735,0.6372,0.0053,0.0189
u736,0.5171,0.0034,0.0199
u737,0.6099,0.0018,0.0127
u738,0.5307,0.0038,0.0151
u739,0.6455,0.0072,0.0252
u740,0.593,0.0042,0.0187
u741,0.5435,0.008,0.0205
u742,0.622,0.0024,0.0224
u743,0.6508,0.0053,0.0247
u744,0.6231,0.0055,0.0321
u745,0.3361,0.0041,0.0195
u746,0.5737,0.0043,0.025
u747,0.5964,0.0038,0.0271
u748,0.619,0.0129,0.0154
u749,0.64,0.0034,0.0318
u750,0.5595,0.0234,0.0249
u751,0.6175,0.0038,0.0269
u752,0.6053,0.0032,0.0146
u753,0.6318,0.0065,0.0241
u754,0.6133,0.005,0.0238
u755,0.636,0.0027,0.0238
u756,0.5375,0.0079,0.0213
u757,0.6141,0.0072,0.0264
u758,0.3068,0.0025,0.0085
u759,0.5697,0.0035,0.0252
u760,0.6164,0.004,0.021
u761,0.6304,0.0038,0.0221
u762,0.6117,0.0041,0.0238
u763,0.5982,0.0096,0.0174
u764,0.5606,0.0008,0.0195
u765,0.5509,0.0032,0.0213
u766,0.6415,0.0144,0.034
u767,0.021,0.0047,0.0104
u768,0.5953,0.0052,0.02
u769,0.4967,0.0202,0.0251
u770,0.56,0.0033,0.0213
u771,0.3828,0.0024,0.0159
u772,0.619,0.0042,0.0251
u773,0.6078,0.0032,0.0163
u774,0.5809,0.0233,0.0174
u775,0.6431,0.0025,0.018
u776,0.5649,0.0032,0.0246
u777,0.6353,0.0033,0.0177
u778,0.3344,0.0047,0.0276
u779,0.6048,0.0089,0.0294
u780,0.6387,0.0032,0.0074
